"HomeTeam","AwayTeam","Date","Contest","HomeGoals","AwayGoals","HomeGoalsFull","AwayGoalsFull","ExtraTimePossible","HomeAdvantage"
"Lebanon","Jordan","1963-04-06","Arab Nations Cup",5,0,5,0,0,1
"England","Scotland","1963-04-06","British International Championship",1,2,1,2,0,1
"Tunisia","Kuwait","1963-04-06","Arab Nations Cup",5,1,5,1,0,0
"Costa Rica","Netherlands Antilles","1963-04-05","CONCACAF Championship",1,0,1,0,0,0
"El Salvador","Honduras","1963-04-05","CONCACAF Championship",3,0,3,0,0,1
"Tunisia","Jordan","1963-04-04","Arab Nations Cup",4,0,4,0,0,0
"Suriname","Trinidad and Tobago","1963-04-04","Friendly",4,3,4,3,0,1
"Lebanon","Syria","1963-04-04","Arab Nations Cup",2,3,2,3,0,1
"Northern Ireland","Wales","1963-04-03","British International Championship",1,4,1,4,0,1
"Netherlands Antilles","Honduras","1963-04-03","CONCACAF Championship",4,1,4,1,0,0
"El Salvador","Costa Rica","1963-04-03","CONCACAF Championship",1,4,1,4,0,1
"Kuwait","Jordan","1963-04-02","Arab Nations Cup",4,0,4,0,0,0
"Suriname","Trinidad and Tobago","1963-04-02","Friendly",1,2,1,2,0,1
"Tunisia","Syria","1963-04-02","Arab Nations Cup",1,0,1,0,0,0
"British Honduras","Jamaica","1963-04-01","Friendly",2,2,2,2,0,1
"Switzerland","Netherlands","1963-03-31","European Championship qualifier",1,1,1,1,0,1
"Syria","Jordan","1963-03-31","Arab Nations Cup",4,0,4,0,0,0
"Suriname","Trinidad and Tobago","1963-03-31","Friendly",3,1,3,1,0,1
"Bolivia","Brazil","1963-03-31","South American Championship",5,4,5,4,0,1
"Argentina","Paraguay","1963-03-31","South American Championship",1,1,1,1,0,0
"Lebanon","Kuwait","1963-03-31","Arab Nations Cup",6,0,6,0,0,1
"Ecuador","Colombia","1963-03-31","South American Championship",4,3,4,3,0,0
"Belgium","Yugoslavia","1963-03-31","European Championship qualifier",0,1,0,1,0,1
"Honduras","Panama","1963-03-31","CONCACAF Championship",1,0,1,0,0,0
"Czechoslovakia","East Germany","1963-03-31","European Championship qualifier",1,1,1,1,0,1
"El Salvador","Guatemala","1963-03-31","CONCACAF Championship",1,1,1,1,0,1
"Netherlands Antilles","Jamaica","1963-03-30","CONCACAF Championship",2,1,2,1,0,0
"Costa Rica","Mexico","1963-03-30","CONCACAF Championship",0,0,0,0,0,0
"Panama","Nicaragua","1963-03-29","CONCACAF Championship",5,0,5,0,0,0
"Honduras","Guatemala","1963-03-29","CONCACAF Championship",2,1,2,1,0,0
"Bolivia","Argentina","1963-03-28","South American Championship",3,2,3,2,0,1
"Costa Rica","Netherlands Antilles","1963-03-28","CONCACAF Championship",1,0,1,0,0,0
"Mexico","Jamaica","1963-03-28","CONCACAF Championship",8,0,8,0,0,0
"Turkey","Italy","1963-03-27","European Championship qualifier",0,1,0,1,0,1
"Brazil","Ecuador","1963-03-27","South American Championship",2,2,2,2,0,0
"Guatemala","Nicaragua","1963-03-27","CONCACAF Championship",3,1,3,1,0,0
"Paraguay","Peru","1963-03-27","South American Championship",4,1,4,1,0,0
"El Salvador","Honduras","1963-03-27","CONCACAF Championship",2,2,2,2,0,1
"El Salvador","Panama","1963-03-25","CONCACAF Championship",1,1,1,1,0,1
"Honduras","Nicaragua","1963-03-25","CONCACAF Championship",1,0,1,0,0,0
"Colombia","Peru","1963-03-24","South American Championship",1,1,1,1,0,0
"Argentina","Brazil","1963-03-24","South American Championship",3,0,3,0,0,0
"Netherlands Antilles","Mexico","1963-03-24","CONCACAF Championship",2,1,2,1,0,0
"Uganda","Ethiopia","1963-03-24","Friendly",1,7,1,7,0,1
"Costa Rica","Jamaica","1963-03-24","CONCACAF Championship",6,0,6,0,0,0
"Bolivia","Paraguay","1963-03-24","South American Championship",2,0,2,0,0,1
"Uruguay","Chile","1963-03-23","Pinto Duran Cup",3,2,3,2,0,1
"Guatemala","Panama","1963-03-23","CONCACAF Championship",2,2,2,2,0,0
"El Salvador","Nicaragua","1963-03-23","CONCACAF Championship",6,1,6,1,0,1
"Bolivia","Peru","1963-03-21","South American Championship",3,2,3,2,0,1
"Argentina","Ecuador","1963-03-20","South American Championship",4,2,4,2,0,0
"Wales","Hungary","1963-03-20","European Championship qualifier",1,1,1,1,0,1
"Paraguay","Colombia","1963-03-20","South American Championship",3,2,3,2,0,0
"Peru","Ecuador","1963-03-17","South American Championship",2,1,2,1,0,0
"Paraguay","Brazil","1963-03-17","South American Championship",2,0,2,0,0,0
"Bolivia","Colombia","1963-03-17","South American Championship",2,1,2,1,0,1
"Brazil","Colombia","1963-03-14","South American Championship",5,1,5,1,0,0
"Paraguay","Ecuador","1963-03-14","South American Championship",3,1,3,1,0,0
"Peru","Argentina","1963-03-13","South American Championship",2,1,2,1,0,0
"Brazil","Peru","1963-03-10","South American Championship",1,0,1,0,0,0
"Bolivia","Ecuador","1963-03-10","South American Championship",4,4,4,4,0,1
"Argentina","Colombia","1963-03-10","South American Championship",4,2,4,2,0,0
"Ivory Coast","Tunisia","1963-03-10","Friendly",3,0,3,0,0,1
"Guatemala","Honduras","1963-03-10","Friendly",2,1,2,1,0,1
"Jamaica","Haiti","1963-03-06","Friendly",0,3,0,3,0,1
"Jamaica","Netherlands Antilles","1963-03-04","Friendly",1,2,1,2,0,1
"Paraguay","Brazil","1963-03-03","Friendly",2,2,2,2,0,1
"Tunisia","Kuwait","1963-03-03","Friendly",2,1,2,1,0,1
"Ghana","Mali","1963-03-03","Nkrumah Cup",4,0,4,0,0,1
"Netherlands","Belgium","1963-03-03","Friendly",0,1,0,1,0,1
"Haiti","Netherlands Antilles","1963-03-02","Friendly tournament",0,0,0,0,0,0
"Guatemala","Honduras","1963-03-02","Friendly",1,2,1,2,0,1
"Jamaica","Netherlands Antilles","1963-02-27","Friendly tournament",1,2,1,2,0,1
"France","England","1963-02-27","European Championship qualifier",5,2,5,2,0,1
"Nigeria","Senegal","1963-02-27","Nkrumah Cup",4,0,4,0,0,0
"Mali","Senegal","1963-02-24","Nkrumah Cup",3,1,3,1,0,0
"Ghana","Nigeria","1963-02-24","Nkrumah Cup",5,0,5,0,0,1
"Jamaica","Haiti","1963-02-23","Friendly tournament",3,2,3,2,0,1
"Paraguay","Bolivia","1963-02-19","Copa Paz del Chaco",5,1,5,1,0,1
"Paraguay","Bolivia","1963-02-17","Copa Paz del Chaco",3,0,3,0,0,1
"Guatemala","Antigua and Barbuda","1963-02-17","Friendly",6,0,6,0,0,1
"Pakistan","China","1963-02-06","Friendly",0,2,0,2,0,1
"Upper Volta","Mali","1963-02-03","Friendly",2,4,2,4,0,1
"Pakistan","China","1963-02-03","Friendly",1,1,1,1,0,1
"Nigeria","Dahomey","1963-02-02","Nkrumah Cup",4,1,4,1,0,1
"Mali","Upper Volta","1963-02-01","Friendly",1,0,1,0,0,1
"Pakistan","China","1963-01-30","Friendly",3,2,3,2,0,1
"Dahomey","Nigeria","1963-01-27","Nkrumah Cup",1,1,1,1,0,1
"Pakistan","China","1963-01-26","Friendly",0,0,0,0,0,1
"Bulgaria","Portugal","1963-01-23","European Championship qualifier",1,0,1,0,0,0
"Burma","China","1963-01-20","Friendly",2,1,2,1,0,1
"Uganda","Zanzibar","1963-01-19","Gossage Cup",8,0,8,0,0,1
"Burma","China","1963-01-14","Friendly",0,3,0,3,0,1
"Morocco","Switzerland","1963-01-13","Friendly",1,0,1,0,0,1
"Spain","France","1963-01-09","Friendly",0,0,0,0,0,1
"Kuwait","Jordan","1963-01-06","Friendly",2,1,2,1,0,1
"Algeria","Bulgaria","1963-01-04","Friendly",2,1,2,1,0,1
"Cameroon","Nigeria","1963-01-01","Nkrumah Cup",1,2,1,2,0,1
"Central African Republic","Madagascar","1962-12-27","Tropical Cup",4,1,4,1,0,1
"Congo","Cameroon","1962-12-27","Tropical Cup",3,0,3,0,0,0
"Central African Republic","Cameroon","1962-12-24","Tropical Cup",1,4,1,4,0,1
"Congo","Madagascar","1962-12-24","Tropical Cup",6,1,6,1,0,0
"West Germany","Switzerland","1962-12-23","Friendly",5,1,5,1,0,1
"Morocco","Romania","1962-12-23","Friendly",3,1,3,1,0,1
"Ethiopia","Turkey","1962-12-16","Friendly",0,0,0,0,0,1
"Portugal","Bulgaria","1962-12-16","European Championship qualifier",3,1,3,1,0,1
"Guinea","East Germany","1962-12-16","Friendly",2,3,2,3,0,1
"Tanganyika","Zanzibar","1962-12-15","Gossage Cup",6,0,6,0,0,1
"Turkey","Denmark","1962-12-12","Friendly",1,1,1,1,0,1
"Japan","Sweden","1962-12-09","Friendly",1,5,1,5,0,1
"Mali","East Germany","1962-12-09","Friendly",1,2,1,2,0,1
"Nigeria","Cameroon","1962-12-08","Nkrumah Cup",3,1,3,1,0,1
"Tanganyika","Nyasaland","1962-12-08","Friendly tournament",6,2,6,2,0,1
"Malta","Denmark","1962-12-08","European Championship qualifier",1,3,1,3,0,1
"Italy","Turkey","1962-12-02","European Championship qualifier",6,0,6,0,0,1
"Belgium","Spain","1962-12-02","Friendly",1,1,1,1,0,1
"Hong Kong","Sweden","1962-11-30","Friendly",0,7,0,7,0,1
"Northern Ireland","Poland","1962-11-28","European Championship qualifier",2,0,2,0,0,1
"Indonesia","Sweden","1962-11-27","Friendly",0,3,0,3,0,1
"Israel","Turkey","1962-11-25","Friendly",0,2,0,2,0,1
"Romania","Spain","1962-11-25","European Championship qualifier",3,1,3,1,0,1
"Bulgaria","Austria","1962-11-25","Friendly",1,1,1,1,0,1
"Upper Volta","Dahomey","1962-11-24","Friendly",2,1,2,1,0,1
"Grenada","Saint Vincent and the Grenadines","1962-11-24","Windward Islands Championship",2,1,2,1,0,1
"Malaya","Sweden","1962-11-22","Friendly",0,1,0,1,0,1
"Argentina","Chile","1962-11-21","Carlos Dittborn Cup",1,0,1,0,0,1
"England","Wales","1962-11-21","British International Championship",4,0,4,0,0,1
"East Germany","Czechoslovakia","1962-11-21","European Championship qualifier",2,1,2,1,0,1
"Malaya","Sweden","1962-11-18","Friendly",0,0,0,0,0,1
"Thailand","Sweden","1962-11-16","Friendly",1,2,1,2,0,1
"Israel","Sweden","1962-11-12","Friendly",0,4,0,4,0,1
"Netherlands","Switzerland","1962-11-11","European Championship qualifier",3,1,3,1,0,1
"France","Hungary","1962-11-11","Friendly",2,3,2,3,0,1
"Austria","Italy","1962-11-11","Friendly",1,2,1,2,0,1
"Nigeria","Ghana","1962-11-10","Azikwe Cup",0,0,0,0,0,1
"Bulgaria","Portugal","1962-11-07","European Championship qualifier",3,1,3,1,0,1
"Scotland","Northern Ireland","1962-11-07","British International Championship",5,1,5,1,0,1
"Chile","Argentina","1962-11-07","Carlos Dittborn Cup",1,1,1,1,0,1
"Hungary","Wales","1962-11-07","European Championship qualifier",3,1,3,1,0,1
"Kenya","Uganda","1962-11-05","Friendly",4,1,4,1,0,1
"Sweden","Norway","1962-11-04","European Championship qualifier",1,1,1,1,0,1
"Yugoslavia","Belgium","1962-11-04","European Championship qualifier",3,2,3,2,0,1
"Tanganyika","Uganda","1962-11-04","Gossage Cup",3,1,3,1,0,1
"Puerto Rico","Martinique","1962-11-01","Friendly tournament",1,6,1,6,0,1
"Puerto Rico","Guadeloupe","1962-11-01","Friendly tournament",0,3,0,3,0,1
"Spain","Romania","1962-11-01","European Championship qualifier",6,0,6,0,0,1
"Guadeloupe","Martinique","1962-11-01","Friendly tournament",3,1,3,1,0,0
"South Vietnam","Indonesia","1962-10-31","Vietnam Independence Cup",2,0,2,0,0,1
"Indonesia","Thailand","1962-10-30","Vietnam Independence Cup",7,0,7,0,0,0
"South Vietnam","Malaya","1962-10-30","Vietnam Independence Cup",2,0,2,0,0,1
"Sweden","Denmark","1962-10-28","Nordic Championship",4,2,4,2,0,1
"Indonesia","Malaya","1962-10-28","Vietnam Independence Cup",2,1,2,1,0,0
"South Vietnam","Thailand","1962-10-28","Vietnam Independence Cup",0,1,0,1,0,1
"Hungary","Austria","1962-10-28","Friendly",2,0,2,0,0,1
"Czechoslovakia","Poland","1962-10-28","Friendly",2,1,2,1,0,1
"Malaya","Thailand","1962-10-27","Vietnam Independence Cup",4,2,4,2,0,0
"South Vietnam","Indonesia","1962-10-25","Vietnam Independence Cup",4,0,4,0,0,1
"West Germany","France","1962-10-24","Friendly",2,2,2,2,0,1
"Northern Ireland","England","1962-10-20","British International Championship",1,3,1,3,0,1
"Wales","Scotland","1962-10-20","British International Championship",2,3,2,3,0,1
"Greece","Ethiopia","1962-10-18","Friendly",3,2,3,2,0,1
"Tanganyika","Ghana","1962-10-18","Friendly",2,6,2,6,0,1
"Nyasaland","Ghana","1962-10-15","Friendly",0,12,0,12,0,1
"Suriname","French Guiana","1962-10-15","Friendly",4,2,4,2,0,1
"South Korea","Indonesia","1962-10-14","Friendly",2,0,2,0,0,1
"Hungary","Yugoslavia","1962-10-14","Friendly",0,1,0,1,0,1
"Belgium","Netherlands","1962-10-14","Friendly",2,0,2,0,0,1
"East Germany","Romania","1962-10-14","Friendly",3,2,3,2,0,1
"Suriname","Guadeloupe","1962-10-13","Friendly",3,3,3,3,0,1
"South Korea","Indonesia","1962-10-12","Friendly",2,0,2,0,0,1
"Kenya","Ghana","1962-10-12","Friendly",0,4,0,4,0,1
"Poland","Morocco","1962-10-11","Friendly",1,1,1,1,0,1
"Turkey","Ethiopia","1962-10-10","Friendly",3,0,3,0,0,1
"Poland","Northern Ireland","1962-10-10","European Championship qualifier",0,2,0,2,0,1
"Uganda","Ghana","1962-10-10","Independence Tournament",1,4,1,4,0,1
"Israel","Ethiopia","1962-10-03","Friendly",3,0,3,0,0,1
"England","France","1962-10-03","European Championship qualifier",1,1,1,1,0,1
"Yugoslavia","West Germany","1962-09-30","Friendly",2,3,2,3,0,1
"Romania","Morocco","1962-09-30","Friendly",4,0,4,0,0,1
"Bulgaria","Poland","1962-09-30","Friendly",2,1,2,1,0,1
"Ghana","Kenya","1962-09-29","Independence Tournament",6,3,6,3,0,0
"Denmark","Netherlands","1962-09-26","Friendly",4,1,4,1,0,1
"Singapore","Japan","1962-09-21","Friendly",2,1,2,1,0,1
"Indonesia","Pakistan","1962-09-19","Merdeka Tournament",2,1,2,1,0,0
"Yugoslavia","Ethiopia","1962-09-19","Friendly",5,2,5,2,0,1
"Trinidad and Tobago","Suriname","1962-09-18","Friendly",1,0,1,0,0,1
"Singapore","South Vietnam","1962-09-17","Merdeka Tournament",2,2,2,2,0,0
"Trinidad and Tobago","Suriname","1962-09-17","Friendly",1,1,1,1,0,1
"Norway","Sweden","1962-09-16","Nordic Championship",2,1,2,1,0,1
"South Vietnam","Philippines","1962-09-16","Merdeka Tournament",6,0,6,0,0,0
"Congo","Gabon","1962-09-16","Tropical Cup",3,1,3,1,0,1
"Finland","Denmark","1962-09-16","Nordic Championship",1,6,1,6,0,1
"East Germany","Yugoslavia","1962-09-16","Friendly",2,2,2,2,0,1
"Austria","Czechoslovakia","1962-09-16","Friendly",0,6,0,6,0,1
"Malaya","Pakistan","1962-09-16","Merdeka Tournament",0,0,0,0,0,1
"Burma","Japan","1962-09-15","Merdeka Tournament",3,1,3,1,0,0
"Indonesia","South Vietnam","1962-09-14","Merdeka Tournament",2,1,2,1,0,0
"Singapore","Philippines","1962-09-13","Merdeka Tournament",5,0,5,0,0,0
"Malaya","Burma","1962-09-13","Merdeka Tournament",3,2,3,2,0,1
"Indonesia","Philippines","1962-09-12","Merdeka Tournament",9,0,9,0,0,0
"Japan","Pakistan","1962-09-12","Merdeka Tournament",1,1,1,1,0,0
"Indonesia","Singapore","1962-09-11","Merdeka Tournament",2,0,2,0,0,0
"Denmark","Netherlands Antilles","1962-09-11","Friendly",3,1,3,1,0,1
"Pakistan","Burma","1962-09-09","Merdeka Tournament",1,0,1,0,0,0
"Malaya","Japan","1962-09-08","Merdeka Tournament",2,2,2,2,0,1
"Singapore","India","1962-09-05","Friendly",1,0,1,0,0,1
"Netherlands","Netherlands Antilles","1962-09-05","Friendly",8,0,8,0,0,1
"India","South Korea","1962-09-04","Asian Games",2,1,2,1,0,0
"Malaya","South Vietnam","1962-09-03","Asian Games",4,1,4,1,0,0
"Iceland","Ireland","1962-09-02","European Championship qualifier",1,1,1,1,0,1
"Poland","Hungary","1962-09-02","Friendly",0,2,0,2,0,1
"India","South Vietnam","1962-09-01","Asian Games",3,2,3,2,0,0
"South Korea","Malaya","1962-09-01","Asian Games",2,1,2,1,0,0
"Uganda","Kenya","1962-09-01","Gossage Cup",3,1,3,1,0,1
"Suriname","Guadeloupe","1962-08-31","Friendly",3,1,3,1,0,1
"South Vietnam","Philippines","1962-08-30","Asian Games",6,0,6,0,0,0
"South Korea","Japan","1962-08-30","Asian Games",1,0,1,0,0,0
"South Vietnam","Malaya","1962-08-29","Asian Games",3,0,3,0,0,0
"India","Japan","1962-08-29","Asian Games",2,0,2,0,0,0
"Indonesia","Malaya","1962-08-28","Asian Games",2,3,2,3,0,1
"India","Thailand","1962-08-28","Asian Games",4,1,4,1,0,0
"Indonesia","Philippines","1962-08-27","Asian Games",6,0,6,0,0,1
"South Korea","Thailand","1962-08-27","Asian Games",3,2,3,2,0,0
"South Korea","India","1962-08-26","Asian Games",2,0,2,0,0,0
"Norway","Finland","1962-08-26","Nordic Championship",2,1,2,1,0,1
"Malaya","Philippines","1962-08-26","Asian Games",15,1,15,1,0,0
"Indonesia","South Vietnam","1962-08-25","Asian Games",1,0,1,0,0,1
"Japan","Thailand","1962-08-25","Asian Games",3,1,3,1,0,0
"Venezuela","Puerto Rico","1962-08-24","Central American and Caribbean Games",4,0,4,0,0,0
"Jamaica","Cuba","1962-08-24","Central American and Caribbean Games",6,1,6,1,0,1
"Cuba","Puerto Rico","1962-08-22","Central American and Caribbean Games",2,0,2,0,0,0
"Singapore","Taiwan","1962-08-22","Friendly",0,1,0,1,0,1
"Gabon","Cameroon","1962-08-20","Friendly",1,1,1,1,0,1
"Netherlands Antilles","Venezuela","1962-08-20","Central American and Caribbean Games",4,3,4,3,0,0
"Netherlands Antilles","Puerto Rico","1962-08-17","Central American and Caribbean Games",4,0,4,0,0,0
"Jamaica","Venezuela","1962-08-17","Central American and Caribbean Games",0,2,0,2,0,1
"Singapore","India","1962-08-16","Friendly",2,2,2,2,0,1
"Argentina","Uruguay","1962-08-15","Lipton Cup",3,1,3,1,0,1
"Jamaica","Netherlands Antilles","1962-08-15","Central American and Caribbean Games",1,3,1,3,0,1
"Venezuela","Cuba","1962-08-15","Central American and Caribbean Games",2,0,2,0,0,0
"Jamaica","Puerto Rico","1962-08-13","Central American and Caribbean Games",6,1,6,1,0,1
"Netherlands Antilles","Cuba","1962-08-13","Central American and Caribbean Games",2,1,2,1,0,0
"Ireland","Iceland","1962-08-12","European Championship qualifier",4,2,4,2,0,1
"Bolivia","Paraguay","1962-08-12","Copa Paz del Chaco",3,2,3,2,0,1
"Bolivia","Paraguay","1962-08-10","Copa Paz del Chaco",3,1,3,1,0,1
"Singapore","Taiwan","1962-07-28","Friendly",0,4,0,4,0,1
"Kenya","Tanganyika","1962-07-28","Gossage Cup",4,3,4,3,0,1
"Singapore","Taiwan","1962-07-27","Friendly",2,2,2,2,0,1
"Thailand","Taiwan","1962-07-25","Friendly",4,0,4,0,0,1
"South Vietnam","Taiwan","1962-07-14","Friendly",1,1,1,1,0,1
"Gabon","Congo","1962-07-14","Tropical Cup",3,1,3,1,0,1
"Jamaica","Netherlands Antilles","1962-07-11","Friendly",1,2,1,2,0,1
"Jamaica","Netherlands Antilles","1962-07-09","Friendly",2,1,2,1,0,1
"Iceland","Norway","1962-07-09","Friendly",1,3,1,3,0,1
"Jamaica","Netherlands Antilles","1962-07-07","Friendly",4,4,4,4,0,1
"Kenya","Zanzibar","1962-07-06","Gossage Cup",5,0,5,0,0,1
"Norway","Malta","1962-07-03","Friendly",5,0,5,0,0,1
"Denmark","Malta","1962-06-28","European Championship qualifier",6,1,6,1,0,1
"Austria","Hungary","1962-06-24","Friendly",1,2,1,2,0,1
"Norway","Sweden","1962-06-21","European Championship qualifier",0,2,0,2,0,1
"Finland","Sweden","1962-06-19","Nordic Championship",0,3,0,3,0,1
"Uruguay","Czechoslovakia","1962-06-19","Friendly",3,1,3,1,0,1
"Brazil","Czechoslovakia","1962-06-17","World Cup",3,1,3,1,0,0
"Chile","Yugoslavia","1962-06-16","World Cup",1,0,1,0,0,1
"Chile","Brazil","1962-06-13","World Cup",2,4,2,4,0,1
"Czechoslovakia","Yugoslavia","1962-06-13","World Cup",3,1,3,1,0,0
"Denmark","Norway","1962-06-11","Nordic Championship",6,1,6,1,0,1
"Brazil","England","1962-06-10","World Cup",3,1,3,1,0,0
"Chile","Soviet Union","1962-06-10","World Cup",2,1,2,1,0,1
"Czechoslovakia","Hungary","1962-06-10","World Cup",1,0,1,0,0,0
"Yugoslavia","West Germany","1962-06-10","World Cup",1,0,1,0,0,0
"Malaya","South Korea","1962-06-08","Friendly",1,0,1,0,0,1
"Italy","Switzerland","1962-06-07","World Cup",3,0,3,0,0,0
"Mexico","Czechoslovakia","1962-06-07","World Cup",3,1,3,1,0,0
"Yugoslavia","Colombia","1962-06-07","World Cup",5,0,5,0,0,0
"Bulgaria","England","1962-06-07","World Cup",0,0,0,0,0,0
"Brazil","Spain","1962-06-06","World Cup",2,1,2,1,0,0
"Malaya","South Korea","1962-06-06","Friendly",3,4,3,4,0,1
"Argentina","Hungary","1962-06-06","World Cup",0,0,0,0,0,0
"Chile","West Germany","1962-06-06","World Cup",0,2,0,2,0,1
"Soviet Union","Uruguay","1962-06-06","World Cup",2,1,2,1,0,0
"Malaya","South Korea","1962-06-04","Friendly",1,3,1,3,0,1
"New Zealand","New Caledonia","1962-06-04","Friendly",4,2,4,2,0,1
"West Germany","Switzerland","1962-06-03","World Cup",2,1,2,1,0,0
"Iran","Iraq","1962-06-03","Friendly",1,2,1,2,0,1
"Tunisia","Libya","1962-06-03","Friendly",2,2,2,2,0,1
"Spain","Mexico","1962-06-03","World Cup",1,0,1,0,0,0
"Hungary","Bulgaria","1962-06-03","World Cup",6,1,6,1,0,0
"Colombia","Soviet Union","1962-06-03","World Cup",4,4,4,4,0,0
"Brazil","Czechoslovakia","1962-06-02","World Cup",0,0,0,0,0,0
"England","Argentina","1962-06-02","World Cup",3,1,3,1,0,0
"Chile","Italy","1962-06-02","World Cup",2,0,2,0,0,1
"Yugoslavia","Uruguay","1962-06-02","World Cup",3,1,3,1,0,0
"New Zealand","New Caledonia","1962-06-02","Friendly",4,1,4,1,0,1
"Iran","Iraq","1962-06-01","Friendly",1,1,1,1,0,1
"Czechoslovakia","Spain","1962-05-31","World Cup",1,0,1,0,0,0
"Hungary","England","1962-05-31","World Cup",2,1,2,1,0,0
"Soviet Union","Yugoslavia","1962-05-31","World Cup",2,0,2,0,0,0
"Italy","West Germany","1962-05-31","World Cup",0,0,0,0,0,0
"Chile","Switzerland","1962-05-30","World Cup",3,1,3,1,0,1
"Brazil","Mexico","1962-05-30","World Cup",2,0,2,0,0,0
"Argentina","Bulgaria","1962-05-30","World Cup",1,0,1,0,0,0
"Uruguay","Colombia","1962-05-30","World Cup",2,1,2,1,0,0
"Indonesia","South Korea","1962-05-26","Friendly",1,2,1,2,0,1
"Jamaica","Haiti","1962-05-23","Friendly",2,5,2,5,0,1
"Poland","Belgium","1962-05-23","Friendly",2,0,2,0,0,1
"East Germany","Denmark","1962-05-23","Friendly",4,1,4,1,0,1
"Mexico","Wales","1962-05-22","Friendly",2,1,2,1,0,1
"Jamaica","Haiti","1962-05-21","Friendly",1,3,1,3,0,1
"Peru","England","1962-05-20","Friendly",0,4,0,4,0,1
"Jamaica","Haiti","1962-05-19","Friendly",3,4,3,4,0,1
"Portugal","Belgium","1962-05-17","Friendly",1,2,1,2,0,1
"Turkey","Israel","1962-05-16","Friendly",1,0,1,0,0,1
"Brazil","Wales","1962-05-16","Friendly",3,1,3,1,0,1
"Yugoslavia","East Germany","1962-05-16","Friendly",3,1,3,1,0,1
"Norway","Netherlands","1962-05-16","Friendly",2,1,2,1,0,1
"Belgium","Italy","1962-05-13","Friendly",1,3,1,3,0,1
"Brazil","Wales","1962-05-12","Friendly",3,1,3,1,0,1
"England","Switzerland","1962-05-09","Friendly",3,1,3,1,0,1
"Brazil","Portugal","1962-05-09","Friendly",1,0,1,0,0,1
"Netherlands","Northern Ireland","1962-05-09","Friendly",4,0,4,0,0,1
"Togo","Guinea","1962-05-09","Friendly",2,1,2,1,0,1
"Brazil","Portugal","1962-05-06","Friendly",2,1,2,1,0,1
"Austria","Bulgaria","1962-05-06","Friendly",2,0,2,0,0,1
"Italy","France","1962-05-05","Friendly",2,1,2,1,0,1
"Soviet Union","East Germany","1962-05-03","Friendly",2,1,2,1,0,1
"Scotland","Uruguay","1962-05-02","Friendly",2,3,2,3,0,1
"Hungary","Turkey","1962-04-29","Friendly",2,1,2,1,0,1
"Soviet Union","Uruguay","1962-04-27","Friendly",5,0,5,0,0,1
"Mexico","Colombia","1962-04-25","Friendly",1,0,1,0,0,1
"Brazil","Paraguay","1962-04-24","Osvaldo Cruz Cup",4,0,4,0,0,1
"Czechoslovakia","Uruguay","1962-04-22","Friendly",3,1,3,1,0,1
"Brazil","Paraguay","1962-04-21","Osvaldo Cruz Cup",6,0,6,0,0,1
"Sweden","Soviet Union","1962-04-18","Friendly",0,2,0,2,0,1
"Hungary","Uruguay","1962-04-18","Friendly",1,1,1,1,0,1
"Morocco","Poland","1962-04-15","Friendly",1,3,1,3,0,1
"Scotland","England","1962-04-14","British International Championship",2,0,2,0,0,1
"Wales","Northern Ireland","1962-04-11","British International Championship",4,0,4,0,0,1
"Luxembourg","Soviet Union","1962-04-11","Friendly",1,3,1,3,0,1
"West Germany","Uruguay","1962-04-11","Friendly",3,0,3,0,0,1
"France","Poland","1962-04-11","Friendly",1,3,1,3,0,1
"Ireland","Austria","1962-04-08","Friendly",2,3,2,3,0,1
"Sweden","Czechoslovakia","1962-04-07","Friendly",3,1,3,1,0,1
"Colombia","Mexico","1962-04-04","Friendly",2,2,2,2,0,1
"England","Austria","1962-04-04","Friendly",3,1,3,1,0,1
"Colombia","Mexico","1962-04-01","Friendly",0,1,0,1,0,1
"Belgium","Netherlands","1962-04-01","Friendly",3,1,3,1,0,1
"Guadeloupe","Martinique","1962-04-01","Friendly",1,0,1,0,0,1
"Argentina","Mexico","1962-03-28","Friendly",1,0,1,0,0,1
"Ghana","Mali","1962-03-17","Friendly",0,0,0,0,0,1
"Uruguay","Argentina","1962-03-13","Friendly",1,1,1,1,0,1
"Libya","Tunisia","1962-03-11","Friendly tournament",6,3,6,3,0,1
"Mali","Ivory Coast","1962-02-06","Friendly",0,2,0,2,0,1
"Mali","Ivory Coast","1962-02-04","Friendly",4,0,4,0,0,1
"Mali","Ghana","1962-02-01","Friendly",0,1,0,1,0,1
"Ethiopia","Egypt","1962-01-21","African Nations Cup",4,2,4,2,0,1
"Tunisia","Uganda","1962-01-20","African Nations Cup",3,0,3,0,0,0
"Egypt","Uganda","1962-01-18","African Nations Cup",2,1,2,1,0,0
"Ethiopia","Tunisia","1962-01-14","African Nations Cup",4,2,4,2,0,1
"Ethiopia","Kenya","1962-01-07","Friendly",6,1,6,1,0,1
"Egypt","Austria","1962-01-05","Friendly",1,0,1,0,0,1
"Ethiopia","Kenya","1961-12-31","Friendly",4,3,4,3,0,1
"Dahomey","Senegal","1961-12-31","Friendship Games",4,3,4,3,0,0
"Ivory Coast","Senegal","1961-12-29","Friendship Games",1,1,1,1,0,1
"Upper Volta","Liberia","1961-12-27","Friendship Games",5,1,5,1,0,0
"Ivory Coast","Central African Republic","1961-12-27","Friendship Games",11,0,11,0,0,1
"Senegal","Cameroon","1961-12-27","Friendship Games",4,0,4,0,0,0
