HomeTeam,AwayTeam,Date,Contest,HomeGoals,AwayGoals,HomeAdvantage,Youth
Democratic Republic of the Congo,Tanzania,07/13/97,CAF-Q,1,1,1,0
Mauritius,Mozambique,07/13/97,CAF-Q,1,3,1,0
Namibia,Cameroon,07/12/97,CAF-Q,0,1,1,0
Zambia,Malawi,07/12/97,CAF-Q,3,1,1,0
Paraguay,Argentina,07/06/97,WOC-Q-South America,1,2,1,0
Peru,Bolivia,07/06/97,WOC-Q-South America,2,1,1,0
Venezuela,Ecuador,07/06/97,WOC-Q-South America,1,1,1,0
Australia,New Zealand,07/05/97,WOC-Q-Oceania,2,0,1,0
Chile,Colombia,07/05/97,WOC-Q-South America,4,1,1,0
Bolivia,Brazil,06/29/97,COP-K,1,3,1,0
Cambodia,Uzbekistan,06/29/97,WOC-Q-Asia,1,4,1,0
Kazakhstan,Iraq,06/29/97,WOC-Q-Asia,3,1,1,0
Mexico,Peru,06/28/97,COP-K,1,0,0,0
Japan,Oman,06/28/97,WOC-Q-Asia,1,1,1,0
Macau,Nepal,06/28/97,WOC-Q-Asia,2,1,1,0
New Zealand,Australia,06/28/97,WOC-Q-Oceania,0,3,1,0
Peru,Brazil,06/26/97,COP-K,0,7,0,0
Bolivia,Mexico,06/25/97,COP-K,3,1,1,0
Japan,Nepal,06/25/97,WOC-Q-Asia,3,0,1,0
Macau,Oman,06/25/97,WOC-Q-Asia,0,2,1,0
Angola,Ghana,06/22/97,CAF-Q,1,0,1,0
Ivory Coast,Algeria,06/22/97,CAF-Q,2,1,1,0
Mali,Benin,06/22/97,CAF-Q,3,1,1,0
Senegal,Ethiopia,06/22/97,CAF-Q,3,0,1,0
Cameroon,Gabon,06/22/97,CAF-Q,2,2,1,0
Tanzania,Togo,06/22/97,CAF-Q,1,0,1,0
Liberia,Democratic Republic of the Congo,06/22/97,CAF-Q,2,1,1,0
Mozambique,Zambia,06/22/97,CAF-Q,2,2,1,0
Mexico,Ecuador,06/22/97,COP-K,1,1,0,0
Brazil,Paraguay,06/22/97,COP-K,2,0,0,0
Japan,Macau,06/22/97,WOC-Q-Asia,10,0,1,0
Nepal,Oman,06/22/97,WOC-Q-Asia,0,6,1,0
Lebanon,Kuwait,06/22/97,WOC-Q-Asia,1,3,1,0
China,Vietnam,06/22/97,WOC-Q-Asia,4,0,1,0
Tajikistan,Turkmenistan,06/22/97,WOC-Q-Asia,5,0,1,0
Morocco,Egypt,06/21/97,CAF-Q,1,0,1,0
Kenya,Namibia,06/21/97,CAF-Q,0,1,1,0
Malawi,Mauritius,06/21/97,CAF-Q,3,2,1,0
Peru,Argentina,06/21/97,COP-K,2,1,0,0
Bolivia,Colombia,06/21/97,COP-K,2,1,1,0
Tahiti,Solomon Islands,06/21/97,WOC-Q-Oceania,1,1,1,0
Papua New Guinea,Fiji,06/21/97,WOC-Q-Oceania,0,1,1,0
Uzbekistan,Indonesia,06/20/97,WOC-Q-Asia,3,0,1,0
Iraq,Pakistan,06/20/97,WOC-Q-Asia,6,1,1,0
Brazil,Colombia,06/19/97,COP-G,2,0,0,0
Mexico,Costa Rica,06/19/97,COP-G,1,1,0,0
Tahiti,Australia,06/19/97,WOC-Q-Oceania,0,2,1,0
Peru,Venezuela,06/18/97,COP-G,2,0,0,0
Bolivia,Uruguay,06/18/97,COP-G,1,0,1,0
New Zealand,Fiji,06/18/97,WOC-Q-Oceania,5,0,1,0
Ecuador,Chile,06/17/97,COP-G,2,1,0,0
Paraguay,Argentina,06/17/97,COP-G,1,1,0,0
Solomon Islands,Australia,06/17/97,WOC-Q-Oceania,2,6,1,0
Brazil,Mexico,06/16/97,COP-G,3,2,0,0
Colombia,Costa Rica,06/16/97,COP-G,4,1,0,0
Uruguay,Venezuela,06/15/97,COP-G,2,0,0,0
Bolivia,Peru,06/15/97,COP-G,2,0,1,0
Solomon Islands,Tahiti,06/15/97,WOC-Q-Oceania,4,1,1,0
Fiji,Papua New Guinea,06/15/97,WOC-Q-Oceania,3,1,1,0
Argentina,Chile,06/14/97,COP-G,2,0,0,0
Paraguay,Ecuador,06/14/97,COP-G,0,2,0,0
Poland,Georgia,06/14/97,WOC-Q-Europe,4,1,1,0
Brazil,Costa Rica,06/13/97,COP-G,5,0,0,0
Colombia,Mexico,06/13/97,COP-G,1,2,0,0
Iran,Syria,06/13/97,WOC-Q-Asia,2,2,1,0
Maldives,Kyrgyzstan,06/13/97,WOC-Q-Asia,0,6,1,0
Yemen,Indonesia,06/13/97,WOC-Q-Asia,1,1,1,0
Australia,Tahiti,06/13/97,WOC-Q-Oceania,5,0,1,0
Bolivia,Venezuela,06/12/97,COP-G,1,0,1,0
Peru,Uruguay,06/12/97,COP-G,1,0,0,0
Ecuador,Argentina,06/11/97,COP-G,0,0,0,0
Paraguay,Chile,06/11/97,COP-G,1,0,0,0
Iran,Maldives,06/11/97,WOC-Q-Asia,9,0,1,0
Kyrgyzstan,Syria,06/11/97,WOC-Q-Asia,2,1,1,0
Pakistan,Kazakhstan,06/11/97,WOC-Q-Asia,0,7,1,0
Iceland,Lithuania,06/11/97,WOC-Q-Europe,0,0,1,0
Australia,Solomon Islands,06/11/97,WOC-Q-Oceania,13,0,1,0
New Zealand,Papua New Guinea,06/11/97,WOC-Q-Oceania,7,0,1,0
Iran,Kyrgyzstan,06/09/97,WOC-Q-Asia,3,1,1,0
Maldives,Syria,06/09/97,WOC-Q-Asia,0,12,1,0
Guinea,Burkina Faso,06/08/97,WOC-Q-Africa,3,1,1,0
Liberia,Namibia,06/08/97,WOC-Q-Africa,1,2,1,0
Egypt,Tunisia,06/08/97,WOC-Q-Africa,0,0,1,0
Republic of the Congo,Democratic Republic of the Congo,06/08/97,WOC-Q-Africa,1,0,1,0
South Africa,Zambia,06/08/97,WOC-Q-Africa,3,0,1,0
Angola,Cameroon,06/08/97,WOC-Q-Africa,1,1,1,0
Togo,Zimbabwe,06/08/97,WOC-Q-Africa,2,1,1,0
Morocco,Ghana,06/08/97,WOC-Q-Africa,1,0,1,0
China,Tajikistan,06/08/97,WOC-Q-Asia,0,0,1,0
Vietnam,Turkmenistan,06/08/97,WOC-Q-Asia,0,4,1,0
Denmark,Bosnia-Herzegovina,06/08/97,WOC-Q-Europe,2,0,1,0
Hungary,Norway,06/08/97,WOC-Q-Europe,1,1,1,0
Finland,Azerbaijan,06/08/97,WOC-Q-Europe,3,0,1,0
Latvia,Austria,06/08/97,WOC-Q-Europe,1,3,1,0
Belarus,Scotland,06/08/97,WOC-Q-Europe,0,1,1,0
Estonia,Sweden,06/08/97,WOC-Q-Europe,2,3,1,0
Bulgaria,Luxembourg,06/08/97,WOC-Q-Europe,4,0,1,0
Russia,Israel,06/08/97,WOC-Q-Europe,2,0,1,0
Spain,Czech Republic,06/08/97,WOC-Q-Europe,1,0,1,0
Yugoslavia,Slovakia,06/08/97,WOC-Q-Europe,2,0,1,0
Faroe Islands,Malta,06/08/97,WOC-Q-Europe,2,1,1,0
Ecuador,Chile,06/08/97,WOC-Q-South America,1,1,1,0
Argentina,Peru,06/08/97,WOC-Q-South America,2,0,1,0
Uruguay,Colombia,06/08/97,WOC-Q-South America,1,1,1,0
Venezuela,Bolivia,06/08/97,WOC-Q-South America,1,1,1,0
Nigeria,Kenya,06/07/97,WOC-Q-Africa,3,0,1,0
Georgia,Moldova,06/07/97,WOC-Q-Europe,2,0,1,0
Belgium,San Marino,06/07/97,WOC-Q-Europe,6,0,1,0
Macedonia,Iceland,06/07/97,WOC-Q-Europe,1,0,1,0
Ukraine,Germany,06/07/97,WOC-Q-Europe,0,0,1,0
Portugal,Albania,06/07/97,WOC-Q-Europe,2,0,1,0
Fiji,New Zealand,06/07/97,WOC-Q-Oceania,0,1,1,0
Syria,Iran,06/06/97,WOC-Q-Asia,0,1,1,0
Kyrgyzstan,Maldives,06/06/97,WOC-Q-Asia,3,0,1,0
Iraq,Kazakhstan,06/06/97,WOC-Q-Asia,1,2,1,0
Kuwait,Singapore,06/05/97,WOC-Q-Asia,4,0,1,0
Syria,Maldives,06/04/97,WOC-Q-Asia,12,0,1,0
Kyrgyzstan,Iran,06/04/97,WOC-Q-Asia,0,7,1,0
Maldives,Iran,06/02/97,WOC-Q-Asia,0,17,1,0
Indonesia,Uzbekistan,06/01/97,WOC-Q-Asia,1,1,1,0
South Korea,Thailand,06/01/97,WOC-Q-Asia,0,0,1,0
China,Turkmenistan,06/01/97,WOC-Q-Asia,1,0,1,0
Vietnam,Tajikistan,06/01/97,WOC-Q-Asia,0,4,1,0
Morocco,Ethiopia,05/31/97,CAF-Q,4,0,1,0
Poland,England,05/31/97,WOC-Q-Europe,0,2,1,0
Papua New Guinea,New Zealand,05/31/97,WOC-Q-Oceania,1,0,1,0
South Korea,Hong Kong,05/28/97,WOC-Q-Asia,4,0,1,0
Uzbekistan,Cambodia,05/25/97,WOC-Q-Asia,6,0,1,0
Vietnam,China,05/25/97,WOC-Q-Asia,1,3,1,0
Turkmenistan,Tajikistan,05/25/97,WOC-Q-Asia,1,2,1,0
Singapore,Lebanon,05/24/97,WOC-Q-Asia,1,2,1,0
Pakistan,Iraq,05/23/97,WOC-Q-Asia,2,6,1,0
Republic of Ireland,Liechtenstein,05/21/97,WOC-Q-Europe,5,0,1,0
Estonia,Latvia,05/18/97,WOC-Q-Europe,1,3,1,0
Yemen,Cambodia,05/16/97,WOC-Q-Asia,7,0,1,0
Tajikistan,China,05/11/97,WOC-Q-Asia,0,1,1,0
Turkmenistan,Vietnam,05/11/97,WOC-Q-Asia,2,1,1,0
Kazakhstan,Pakistan,05/11/97,WOC-Q-Asia,3,0,1,0
Yemen,Uzbekistan,05/09/97,WOC-Q-Asia,0,1,1,0
Kuwait,Lebanon,05/08/97,WOC-Q-Asia,2,0,1,0
Ukraine,Armenia,05/07/97,WOC-Q-Europe,1,1,1,0
Tajikistan,Vietnam,05/04/97,WOC-Q-Asia,4,0,1,0
Turkmenistan,China,05/04/97,WOC-Q-Asia,1,4,1,0
Denmark,Slovenia,04/30/97,WOC-Q-Europe,4,0,1,0
Greece,Croatia,04/30/97,WOC-Q-Europe,0,1,1,0
England,Georgia,04/30/97,WOC-Q-Europe,2,0,1,0
Italy,Poland,04/30/97,WOC-Q-Europe,3,0,1,0
Norway,Finland,04/30/97,WOC-Q-Europe,1,1,1,0
Switzerland,Hungary,04/30/97,WOC-Q-Europe,1,0,1,0
Austria,Estonia,04/30/97,WOC-Q-Europe,2,0,1,0
Sweden,Scotland,04/30/97,WOC-Q-Europe,2,1,1,0
Latvia,Belarus,04/30/97,WOC-Q-Europe,2,0,1,0
Russia,Luxembourg,04/30/97,WOC-Q-Europe,3,0,1,0
Israel,Cyprus,04/30/97,WOC-Q-Europe,2,0,1,0
Yugoslavia,Spain,04/30/97,WOC-Q-Europe,1,1,1,0
Malta,Faroe Islands,04/30/97,WOC-Q-Europe,1,2,1,0
San Marino,Netherlands,04/30/97,WOC-Q-Europe,0,6,1,0
Turkey,Belgium,04/30/97,WOC-Q-Europe,1,3,1,0
Romania,Republic of Ireland,04/30/97,WOC-Q-Europe,1,0,1,0
Liechtenstein,Lithuania,04/30/97,WOC-Q-Europe,0,2,1,0
Germany,Ukraine,04/30/97,WOC-Q-Europe,2,0,1,0
Armenia,Northern Ireland,04/30/97,WOC-Q-Europe,0,0,1,0
Argentina,Ecuador,04/30/97,WOC-Q-South America,2,1,1,0
Paraguay,Uruguay,04/30/97,WOC-Q-South America,3,1,1,0
Colombia,Peru,04/30/97,WOC-Q-South America,0,1,1,0
Chile,Venezuela,04/29/97,WOC-Q-South America,6,0,1,0
Burkina Faso,Nigeria,04/27/97,WOC-Q-Africa,1,2,1,0
Kenya,Guinea,04/27/97,WOC-Q-Africa,1,0,1,0
Tunisia,Liberia,04/27/97,WOC-Q-Africa,2,0,1,0
Democratic Republic of the Congo,South Africa,04/27/97,WOC-Q-Africa,1,2,1,0
Zambia,Republic of the Congo,04/27/97,WOC-Q-Africa,3,0,1,0
Cameroon,Togo,04/27/97,WOC-Q-Africa,2,0,1,0
Zimbabwe,Angola,04/27/97,WOC-Q-Africa,0,0,1,0
Ghana,Gabon,04/27/97,WOC-Q-Africa,3,0,1,0
Cambodia,Indonesia,04/27/97,WOC-Q-Asia,1,1,1,0
Namibia,Egypt,04/26/97,WOC-Q-Africa,2,3,1,0
Sierra Leone,Morocco,04/26/97,WOC-Q-Africa,0,1,1,0
United Arab Emirates,Jordan,04/26/97,WOC-Q-Asia,2,0,1,0
Singapore,Kuwait,04/26/97,WOC-Q-Asia,0,1,1,0
United Arab Emirates,Bahrain,04/22/97,WOC-Q-Asia,3,0,1,0
Cambodia,Yemen,04/20/97,WOC-Q-Asia,0,1,1,0
Jordan,Bahrain,04/19/97,WOC-Q-Asia,4,1,1,0
Bahrain,Jordan,04/14/97,WOC-Q-Asia,1,0,1,0
Indonesia,Yemen,04/13/97,WOC-Q-Asia,0,0,1,0
Lebanon,Singapore,04/13/97,WOC-Q-Asia,1,1,1,0
Bahrain,United Arab Emirates,04/11/97,WOC-Q-Asia,1,2,1,0
Democratic Republic of the Congo,Zambia,04/09/97,WOC-Q-Africa,2,2,1,0
Jordan,United Arab Emirates,04/08/97,WOC-Q-Asia,0,0,1,0
Kenya,Burkina Faso,04/06/97,WOC-Q-Africa,4,3,1,0
Liberia,Egypt,04/06/97,WOC-Q-Africa,1,0,1,0
Namibia,Tunisia,04/06/97,WOC-Q-Africa,1,2,1,0
Republic of the Congo,South Africa,04/06/97,WOC-Q-Africa,2,0,1,0
Angola,Togo,04/06/97,WOC-Q-Africa,3,1,1,0
Cameroon,Zimbabwe,04/06/97,WOC-Q-Africa,1,0,1,0
Gabon,Morocco,04/06/97,WOC-Q-Africa,0,4,1,0
Indonesia,Cambodia,04/06/97,WOC-Q-Asia,8,0,1,0
Nigeria,Guinea,04/05/97,WOC-Q-Africa,2,1,1,0
Sierra Leone,Ghana,04/05/97,WOC-Q-Africa,1,1,1,0
Croatia,Slovenia,04/02/97,WOC-Q-Europe,3,3,1,0
Bosnia-Herzegovina,Greece,04/02/97,WOC-Q-Europe,0,1,1,0
Poland,Italy,04/02/97,WOC-Q-Europe,0,0,1,0
Azerbaijan,Finland,04/02/97,WOC-Q-Europe,1,2,1,0
Scotland,Austria,04/02/97,WOC-Q-Europe,2,0,1,0
Bulgaria,Cyprus,04/02/97,WOC-Q-Europe,4,1,1,0
Czech Republic,Yugoslavia,04/02/97,WOC-Q-Europe,1,2,1,0
Turkey,Netherlands,04/02/97,WOC-Q-Europe,1,0,1,0
Lithuania,Romania,04/02/97,WOC-Q-Europe,0,1,1,0
Macedonia,Republic of Ireland,04/02/97,WOC-Q-Europe,3,2,1,0
Albania,Germany,04/02/97,WOC-Q-Europe,2,3,1,0
Ukraine,Northern Ireland,04/02/97,WOC-Q-Europe,2,1,1,0
Bolivia,Argentina,04/02/97,WOC-Q-South America,2,1,1,0
Peru,Ecuador,04/02/97,WOC-Q-South America,1,1,1,0
Uruguay,Venezuela,04/02/97,WOC-Q-South America,3,1,1,0
Paraguay,Colombia,04/02/97,WOC-Q-South America,2,1,1,0
Bangladesh,Malaysia,03/31/97,WOC-Q-Asia,0,1,1,0
Saudi Arabia,Taiwan,03/31/97,WOC-Q-Asia,6,0,1,0
Luxembourg,Israel,03/31/97,WOC-Q-Europe,0,3,1,0
Malta,Slovakia,03/31/97,WOC-Q-Europe,0,2,1,0
Hong Kong,Thailand,03/30/97,WOC-Q-Asia,3,2,1,0
Saudi Arabia,Malaysia,03/29/97,WOC-Q-Asia,3,0,1,0
Taiwan,Bangladesh,03/29/97,WOC-Q-Asia,1,2,1,0
Croatia,Denmark,03/29/97,WOC-Q-Europe,1,1,1,0
Italy,Moldova,03/29/97,WOC-Q-Europe,3,0,1,0
Scotland,Estonia,03/29/97,WOC-Q-Europe,2,0,1,0
Cyprus,Russia,03/29/97,WOC-Q-Europe,1,1,1,0
Netherlands,San Marino,03/29/97,WOC-Q-Europe,4,0,1,0
Wales,Belgium,03/29/97,WOC-Q-Europe,1,2,1,0
Romania,Liechtenstein,03/29/97,WOC-Q-Europe,8,0,1,0
Albania,Ukraine,03/29/97,WOC-Q-Europe,0,1,1,0
Northern Ireland,Portugal,03/29/97,WOC-Q-Europe,0,0,1,0
Taiwan,Malaysia,03/27/97,WOC-Q-Asia,0,0,1,0
Saudi Arabia,Bangladesh,03/27/97,WOC-Q-Asia,3,0,1,0
Nepal,Japan,03/27/97,WOC-Q-Asia,0,6,1,0
Oman,Macau,03/27/97,WOC-Q-Asia,4,0,1,0
Macau,Japan,03/25/97,WOC-Q-Asia,0,10,1,0
Oman,Nepal,03/25/97,WOC-Q-Asia,1,0,1,0
Nepal,Macau,03/23/97,WOC-Q-Asia,1,1,1,0
Oman,Japan,03/23/97,WOC-Q-Asia,0,1,1,0
Bangladesh,Saudi Arabia,03/20/97,WOC-Q-Asia,1,4,1,0
Malaysia,Taiwan,03/20/97,WOC-Q-Asia,2,0,1,0
Bangladesh,Taiwan,03/18/97,WOC-Q-Asia,1,3,1,0
Malaysia,Saudi Arabia,03/18/97,WOC-Q-Asia,0,0,1,0
Taiwan,Saudi Arabia,03/16/97,WOC-Q-Asia,0,2,1,0
Malaysia,Bangladesh,03/16/97,WOC-Q-Asia,2,0,1,0
Thailand,Hong Kong,03/09/97,WOC-Q-Asia,2,0,1,0
Thailand,South Korea,03/02/97,WOC-Q-Asia,1,3,1,0
Solomon Islands,Tonga,03/01/97,WOC-Q-Oceania,9,0,1,0
Zimbabwe,Angola,02/23/97,CAF-Q,1,0,1,0
Benin,Algeria,02/23/97,CAF-Q,1,1,1,0
Mali,Ivory Coast,02/23/97,CAF-Q,1,2,1,0
Ethiopia,Egypt,02/23/97,CAF-Q,1,1,1,0
Guinea,Sierra Leone,02/23/97,CAF-Q,1,0,1,0
Tanzania,Liberia,02/23/97,CAF-Q,1,1,1,0
Togo,Democratic Republic of the Congo,02/23/97,CAF-Q,1,1,1,0
Mauritius,Zambia,02/23/97,CAF-Q,0,0,1,0
Hong Kong,South Korea,02/23/97,WOC-Q-Asia,0,2,1,0
Senegal,Morocco,02/22/97,CAF-Q,0,0,1,0
Kenya,Cameroon,02/22/97,CAF-Q,0,0,1,0
Namibia,Gabon,02/22/97,CAF-Q,1,1,1,0
Malawi,Mozambique,02/22/97,CAF-Q,2,0,1,0
Tonga,Solomon Islands,02/15/97,WOC-Q-Oceania,0,4,1,0
England,Italy,02/12/97,WOC-Q-Europe,0,1,1,0
Spain,Malta,02/12/97,WOC-Q-Europe,4,0,1,0
Ecuador,Uruguay,02/12/97,WOC-Q-South America,4,0,1,0
Bolivia,Chile,02/12/97,WOC-Q-South America,1,1,1,0
Colombia,Argentina,02/12/97,WOC-Q-South America,0,1,1,0
Paraguay,Peru,02/12/97,WOC-Q-South America,2,1,1,0
Estonia,Scotland,02/11/97,WOC-Q-Europe,0,0,1,0
Zimbabwe,Ghana,01/26/97,CAF-Q,0,0,1,0
Ivory Coast,Benin,01/26/97,CAF-Q,1,0,1,0
Mali,Algeria,01/26/97,CAF-Q,1,0,1,0
Guinea,Tunisia,01/26/97,CAF-Q,1,0,1,0
Cameroon,Namibia,01/26/97,CAF-Q,4,0,1,0
Tanzania,Democratic Republic of the Congo,01/26/97,CAF-Q,1,2,1,0
Liberia,Togo,01/26/97,CAF-Q,1,2,1,0
Mozambique,Mauritius,01/26/97,CAF-Q,3,0,1,0
Senegal,Egypt,01/25/97,CAF-Q,0,0,1,0
Kenya,Gabon,01/25/97,CAF-Q,1,0,1,0
Malawi,Zambia,01/25/97,CAF-Q,0,2,1,0
Kenya,Nigeria,01/12/97,WOC-Q-Africa,1,1,1,0
Burkina Faso,Guinea,01/12/97,WOC-Q-Africa,0,2,1,0
Tunisia,Egypt,01/12/97,WOC-Q-Africa,1,0,1,0
Democratic Republic of the Congo,Republic of the Congo,01/12/97,WOC-Q-Africa,1,1,1,0
Cameroon,Angola,01/12/97,WOC-Q-Africa,0,0,1,0
Zimbabwe,Togo,01/12/97,WOC-Q-Africa,3,0,1,0
Ghana,Morocco,01/12/97,WOC-Q-Africa,2,2,1,0
Venezuela,Paraguay,01/12/97,WOC-Q-South America,0,2,1,0
Bolivia,Ecuador,01/12/97,WOC-Q-South America,2,0,1,0
Peru,Chile,01/12/97,WOC-Q-South America,2,1,1,0
Uruguay,Argentina,01/12/97,WOC-Q-South America,0,0,1,0
Namibia,Liberia,01/11/97,WOC-Q-Africa,0,0,1,0
Zambia,South Africa,01/11/97,WOC-Q-Africa,0,0,1,0
Sierra Leone,Gabon,01/11/97,WOC-Q-Africa,1,0,1,0
Iran,Kuwait,12/21/96,AFC-K,1,1,0,0
United Arab Emirates,Saudi Arabia,12/21/96,AFC-K,0,0,1,0
Costa Rica,Trinidad and Tobago,12/21/96,WOC-Q-North America,2,1,1,0
Guatemala,United States,12/21/96,WOC-Q-North America,2,2,1,0
United Arab Emirates,Kuwait,12/19/96,AFC-K,1,0,1,0
Iran,Saudi Arabia,12/19/96,AFC-K,0,0,0,0
Malta,Spain,12/18/96,WOC-Q-Europe,0,3,1,0
South Korea,Iran,12/16/96,AFC-K,2,6,0,0
Saudi Arabia,China,12/16/96,AFC-K,4,3,0,0
United Arab Emirates,Iraq,12/15/96,AFC-K,1,0,1,0
Kuwait,Japan,12/15/96,AFC-K,2,0,0,0
Israel,Luxembourg,12/15/96,WOC-Q-Europe,1,0,1,0
Panama,Cuba,12/15/96,WOC-Q-North America,3,1,1,0
El Salvador,Canada,12/15/96,WOC-Q-North America,0,2,1,0
Bolivia,Paraguay,12/15/96,WOC-Q-South America,0,0,1,0
Venezuela,Colombia,12/15/96,WOC-Q-South America,0,2,1,0
Argentina,Chile,12/15/96,WOC-Q-South America,1,1,1,0
Uruguay,Peru,12/15/96,WOC-Q-South America,2,0,1,0
Cyprus,Bulgaria,12/14/96,WOC-Q-Europe,1,3,1,0
Spain,Yugoslavia,12/14/96,WOC-Q-Europe,2,0,1,0
Belgium,Netherlands,12/14/96,WOC-Q-Europe,0,3,1,0
Wales,Turkey,12/14/96,WOC-Q-Europe,0,0,1,0
Macedonia,Romania,12/14/96,WOC-Q-Europe,0,3,1,0
Portugal,Germany,12/14/96,WOC-Q-Europe,0,0,1,0
Northern Ireland,Albania,12/14/96,WOC-Q-Europe,2,0,1,0
United States,Costa Rica,12/14/96,WOC-Q-North America,2,1,1,0
Japan,China,12/12/96,AFC-G,1,0,0,0
Uzbekistan,Syria,12/12/96,AFC-G,1,2,0,0
Saudi Arabia,Iran,12/11/96,AFC-G,0,3,0,0
Iraq,Thailand,12/11/96,AFC-G,4,1,0,0
United Arab Emirates,Indonesia,12/10/96,AFC-G,2,0,1,0
Kuwait,South Korea,12/10/96,AFC-G,2,0,0,0
Japan,Uzbekistan,12/09/96,AFC-G,4,0,0,0
Syria,China,12/09/96,AFC-G,0,3,0,0
Saudi Arabia,Iraq,12/08/96,AFC-G,1,0,0,0
Thailand,Iran,12/08/96,AFC-G,1,3,0,0
Guatemala,Trinidad and Tobago,12/08/96,WOC-Q-North America,2,1,1,0
United Arab Emirates,Kuwait,12/07/96,AFC-G,3,2,1,0
South Korea,Indonesia,12/07/96,AFC-G,4,2,0,0
Japan,Syria,12/06/96,AFC-G,2,1,0,0
China,Uzbekistan,12/06/96,AFC-G,0,2,0,0
Saudi Arabia,Thailand,12/05/96,AFC-G,6,0,0,0
Iran,Iraq,12/05/96,AFC-G,1,2,0,0
United Arab Emirates,South Korea,12/04/96,AFC-G,1,1,1,0
Indonesia,Kuwait,12/04/96,AFC-G,2,2,0,0
Costa Rica,United States,12/01/96,WOC-Q-North America,2,1,1,0
El Salvador,Cuba,12/01/96,WOC-Q-North America,3,0,1,0
Trinidad and Tobago,United States,11/24/96,WOC-Q-North America,0,1,1,0
Guatemala,Costa Rica,11/24/96,WOC-Q-North America,1,0,1,0
Jamaica,Mexico,11/17/96,WOC-Q-North America,1,0,1,0
Honduras,Saint Vincent and the Grenadines,11/17/96,WOC-Q-North America,11,3,1,0
Tonga,Samoa,11/15/96,WOC-Q-Oceania,1,0,1,0
Spain,Slovakia,11/13/96,WOC-Q-Europe,4,1,1,0
Samoa,Cook Islands,11/13/96,WOC-Q-Oceania,2,1,1,0
Chile,Uruguay,11/12/96,WOC-Q-South America,1,0,1,0
Tonga,Cook Islands,11/11/96,WOC-Q-Oceania,2,0,1,0
Guinea,Kenya,11/10/96,WOC-Q-Africa,3,1,1,0
Liberia,Tunisia,11/10/96,WOC-Q-Africa,0,1,1,0
Republic of the Congo,Zambia,11/10/96,WOC-Q-Africa,1,0,1,0
Angola,Zimbabwe,11/10/96,WOC-Q-Africa,2,1,1,0
Togo,Cameroon,11/10/96,WOC-Q-Africa,2,4,1,0
Gabon,Ghana,11/10/96,WOC-Q-Africa,1,1,1,0
Croatia,Greece,11/10/96,WOC-Q-Europe,1,1,1,0
Slovenia,Bosnia-Herzegovina,11/10/96,WOC-Q-Europe,1,2,1,0
Poland,Moldova,11/10/96,WOC-Q-Europe,2,1,1,0
Switzerland,Norway,11/10/96,WOC-Q-Europe,0,1,1,0
Azerbaijan,Hungary,11/10/96,WOC-Q-Europe,0,3,1,0
Scotland,Sweden,11/10/96,WOC-Q-Europe,1,0,1,0
Luxembourg,Russia,11/10/96,WOC-Q-Europe,0,4,1,0
Cyprus,Israel,11/10/96,WOC-Q-Europe,2,0,1,0
Yugoslavia,Czech Republic,11/10/96,WOC-Q-Europe,1,0,1,0
Turkey,San Marino,11/10/96,WOC-Q-Europe,7,0,1,0
Republic of Ireland,Iceland,11/10/96,WOC-Q-Europe,0,0,1,0
United States,Trinidad and Tobago,11/10/96,WOC-Q-North America,2,0,1,0
Costa Rica,Guatemala,11/10/96,WOC-Q-North America,3,0,1,0
El Salvador,Panama,11/10/96,WOC-Q-North America,3,2,1,0
Jamaica,Saint Vincent and the Grenadines,11/10/96,WOC-Q-North America,5,0,1,0
Bolivia,Colombia,11/10/96,WOC-Q-South America,2,2,1,0
Peru,Venezuela,11/10/96,WOC-Q-South America,4,1,1,0
Paraguay,Ecuador,11/10/96,WOC-Q-South America,1,0,1,0
Nigeria,Burkina Faso,11/09/96,WOC-Q-Africa,2,0,1,0
South Africa,Democratic Republic of the Congo,11/09/96,WOC-Q-Africa,1,0,1,0
Morocco,Sierra Leone,11/09/96,WOC-Q-Africa,4,0,1,0
Georgia,England,11/09/96,WOC-Q-Europe,0,2,1,0
Austria,Latvia,11/09/96,WOC-Q-Europe,2,1,1,0
Netherlands,Wales,11/09/96,WOC-Q-Europe,7,1,1,0
Liechtenstein,Macedonia,11/09/96,WOC-Q-Europe,1,11,1,0
Germany,Northern Ireland,11/09/96,WOC-Q-Europe,1,1,1,0
Portugal,Ukraine,11/09/96,WOC-Q-Europe,1,0,1,0
Albania,Armenia,11/09/96,WOC-Q-Europe,1,1,1,0
Egypt,Namibia,11/08/96,WOC-Q-Africa,7,1,1,0
Mexico,Honduras,11/06/96,WOC-Q-North America,3,1,1,0
United States,Guatemala,11/03/96,WOC-Q-North America,2,0,1,0
Canada,El Salvador,11/03/96,WOC-Q-North America,1,0,1,0
Australia,Tahiti,11/01/96,OFC-G,5,0,1,0
Mexico,Saint Vincent and the Grenadines,10/30/96,WOC-Q-North America,5,1,1,0
Tahiti,Australia,10/27/96,OFC-G,0,6,1,0
Panama,Canada,10/27/96,WOC-Q-North America,0,0,1,0
Honduras,Jamaica,10/27/96,WOC-Q-North America,0,0,1,0
Slovakia,Faroe Islands,10/23/96,WOC-Q-Europe,3,0,1,0
Mexico,Jamaica,10/16/96,WOC-Q-North America,2,1,1,0
Cuba,Canada,10/13/96,WOC-Q-North America,0,2,1,0
Saint Vincent and the Grenadines,Honduras,10/13/96,WOC-Q-North America,1,4,1,0
