HomeTeam,AwayTeam,Date,Contest,HomeGoals,AwayGoals,HomeAdvantage,Youth
Canada,Cuba,10/10/96,WOC-Q-North America,2,0,1,0
Denmark,Greece,10/09/96,WOC-Q-Europe,2,1,1,0
England,Poland,10/09/96,WOC-Q-Europe,2,1,1,0
Italy,Georgia,10/09/96,WOC-Q-Europe,1,0,1,0
Norway,Hungary,10/09/96,WOC-Q-Europe,3,0,1,0
Sweden,Austria,10/09/96,WOC-Q-Europe,0,1,1,0
Belarus,Latvia,10/09/96,WOC-Q-Europe,1,1,1,0
Israel,Russia,10/09/96,WOC-Q-Europe,1,1,1,0
Czech Republic,Spain,10/09/96,WOC-Q-Europe,0,0,1,0
San Marino,Belgium,10/09/96,WOC-Q-Europe,0,3,1,0
Iceland,Romania,10/09/96,WOC-Q-Europe,0,4,1,0
Republic of Ireland,Macedonia,10/09/96,WOC-Q-Europe,3,0,1,0
Lithuania,Liechtenstein,10/09/96,WOC-Q-Europe,2,1,1,0
Armenia,Germany,10/09/96,WOC-Q-Europe,1,5,1,0
Albania,Portugal,10/09/96,WOC-Q-Europe,0,3,1,0
Ecuador,Colombia,10/09/96,WOC-Q-South America,0,1,1,0
Venezuela,Argentina,10/09/96,WOC-Q-South America,2,5,1,0
Paraguay,Chile,10/09/96,WOC-Q-South America,2,1,1,0
Bosnia-Herzegovina,Croatia,10/08/96,WOC-Q-Europe,1,4,1,0
Luxembourg,Bulgaria,10/08/96,WOC-Q-Europe,1,2,1,0
Uruguay,Bolivia,10/08/96,WOC-Q-South America,1,0,1,0
Ghana,Angola,10/06/96,CAF-Q,2,1,1,0
Algeria,Ivory Coast,10/06/96,CAF-Q,4,1,1,0
Benin,Mali,10/06/96,CAF-Q,1,2,1,0
Ethiopia,Senegal,10/06/96,CAF-Q,1,2,1,0
Tunisia,Sierra Leone,10/06/96,CAF-Q,2,0,1,0
Namibia,Kenya,10/06/96,CAF-Q,1,0,1,0
Gabon,Cameroon,10/06/96,CAF-Q,0,0,1,0
Democratic Republic of the Congo,Liberia,10/06/96,CAF-Q,0,0,1,0
Mauritius,Malawi,10/06/96,CAF-Q,1,2,1,0
Zambia,Mozambique,10/06/96,CAF-Q,1,0,1,0
Finland,Switzerland,10/06/96,WOC-Q-Europe,2,3,1,0
Faroe Islands,Yugoslavia,10/06/96,WOC-Q-Europe,1,8,1,0
Trinidad and Tobago,Guatemala,10/06/96,WOC-Q-North America,1,1,1,0
Panama,El Salvador,10/06/96,WOC-Q-North America,1,1,1,0
Togo,Tanzania,10/05/96,CAF-Q,2,1,1,0
Moldova,Italy,10/05/96,WOC-Q-Europe,1,3,1,0
Latvia,Scotland,10/05/96,WOC-Q-Europe,0,2,1,0
Estonia,Belarus,10/05/96,WOC-Q-Europe,1,0,1,0
Lithuania,Iceland,10/05/96,WOC-Q-Europe,2,0,1,0
Ukraine,Portugal,10/05/96,WOC-Q-Europe,2,1,1,0
Northern Ireland,Armenia,10/05/96,WOC-Q-Europe,1,1,1,0
Egypt,Morocco,10/04/96,CAF-Q,1,1,1,0
Qatar,India,09/27/96,WOC-Q-Asia,6,0,1,0
Philippines,Sri Lanka,09/26/96,WOC-Q-Asia,0,3,1,0
Sri Lanka,India,09/24/96,WOC-Q-Asia,1,1,1,0
Qatar,Philippines,09/23/96,WOC-Q-Asia,5,0,1,0
Saint Vincent and the Grenadines,Jamaica,09/23/96,WOC-Q-North America,1,2,1,0
Slovakia,Malta,09/22/96,WOC-Q-Europe,6,0,1,0
Cuba,Panama,09/22/96,WOC-Q-North America,3,1,1,0
India,Philippines,09/21/96,WOC-Q-Asia,2,0,1,0
Honduras,Mexico,09/21/96,WOC-Q-North America,2,1,1,0
Qatar,Sri Lanka,09/20/96,WOC-Q-Asia,3,0,1,0
Papua New Guinea,Vanuatu,09/20/96,WOC-Q-Oceania,2,1,1,0
Czech Republic,Malta,09/18/96,WOC-Q-Europe,6,0,1,0
Solomon Islands,Vanuatu,09/18/96,WOC-Q-Oceania,1,1,1,0
Papua New Guinea,Solomon Islands,09/16/96,WOC-Q-Oceania,1,1,1,0
Jamaica,Honduras,09/15/96,WOC-Q-North America,3,0,1,0
Saint Vincent and the Grenadines,Mexico,09/15/96,WOC-Q-North America,0,3,1,0
Cuba,El Salvador,09/08/96,WOC-Q-North America,0,5,1,0
Faroe Islands,Spain,09/04/96,WOC-Q-Europe,2,6,1,0
Slovenia,Denmark,09/01/96,WOC-Q-Europe,0,2,1,0
Greece,Bosnia-Herzegovina,09/01/96,WOC-Q-Europe,3,0,1,0
Moldova,England,09/01/96,WOC-Q-Europe,0,3,1,0
Hungary,Finland,09/01/96,WOC-Q-Europe,1,0,1,0
Latvia,Sweden,09/01/96,WOC-Q-Europe,1,2,1,0
Israel,Bulgaria,09/01/96,WOC-Q-Europe,2,1,1,0
Russia,Cyprus,09/01/96,WOC-Q-Europe,4,0,1,0
Trinidad and Tobago,Costa Rica,09/01/96,WOC-Q-North America,0,1,1,0
Ecuador,Venezuela,09/01/96,WOC-Q-South America,1,0,1,0
Bolivia,Peru,09/01/96,WOC-Q-South America,0,0,1,0
Colombia,Chile,09/01/96,WOC-Q-South America,4,1,1,0
Argentina,Paraguay,09/01/96,WOC-Q-South America,1,1,1,0
Azerbaijan,Switzerland,08/31/96,WOC-Q-Europe,1,0,1,0
Austria,Scotland,08/31/96,WOC-Q-Europe,0,0,1,0
Belarus,Estonia,08/31/96,WOC-Q-Europe,1,0,1,0
Faroe Islands,Slovakia,08/31/96,WOC-Q-Europe,1,2,1,0
Belgium,Turkey,08/31/96,WOC-Q-Europe,2,1,1,0
Wales,San Marino,08/31/96,WOC-Q-Europe,6,0,1,0
Wales,Netherlands,08/31/96,WOC-Q-Europe,1,3,1,0
Romania,Lithuania,08/31/96,WOC-Q-Europe,3,0,1,0
Liechtenstein,Republic of Ireland,08/31/96,WOC-Q-Europe,0,5,1,0
Northern Ireland,Ukraine,08/31/96,WOC-Q-Europe,0,1,1,0
Armenia,Portugal,08/31/96,WOC-Q-Europe,0,0,1,0
Mauritania,Benin,08/30/96,CAF-Q,0,0,1,0
Canada,Panama,08/30/96,WOC-Q-North America,3,1,1,0
Togo,Republic of the Congo,08/25/96,CAF-Q,1,0,1,0
Namibia,Botswana,08/25/96,CAF-Q,6,0,1,0
Ethiopia,Uganda,08/25/96,CAF-Q,1,1,1,0
Seychelles,Mauritius,08/24/96,CAF-Q,1,1,1,0
Pakistan,Iraq,08/13/96,AFC-Q,0,3,1,0
Vietnam,South Korea,08/11/96,AFC-Q,0,4,1,0
Jordan,Iraq,08/11/96,AFC-Q,0,1,1,0
Mauritius,Seychelles,08/11/96,CAF-Q,1,0,1,0
Republic of the Congo,Togo,08/11/96,CAF-Q,0,0,1,0
Botswana,Namibia,08/11/96,CAF-Q,0,0,1,0
Uganda,Ethiopia,08/11/96,CAF-Q,1,1,1,0
Guam,Taiwan,08/10/96,AFC-Q,2,9,1,0
Jordan,Pakistan,08/09/96,AFC-Q,4,0,1,0
South Korea,Taiwan,08/08/96,AFC-Q,4,0,1,0
Benin,Mauritania,08/08/96,CAF-Q,4,1,1,0
Vietnam,Guam,08/07/96,AFC-Q,9,0,1,0
South Korea,Guam,08/05/96,AFC-Q,9,0,1,0
Vietnam,Taiwan,08/04/96,AFC-Q,4,1,1,0
Syria,Qatar,07/19/96,AFC-Q,3,1,1,0
Kazakhstan,Syria,07/12/96,AFC-Q,0,1,1,0
Maldives,Myanmar,07/09/96,AFC-Q,1,4,1,0
Singapore,Thailand,07/09/96,AFC-Q,2,2,1,0
Myanmar,Thailand,07/07/96,AFC-Q,1,7,1,0
Singapore,Maldives,07/07/96,AFC-Q,5,2,1,0
Colombia,Uruguay,07/07/96,WOC-Q-South America,3,1,1,0
Peru,Argentina,07/07/96,WOC-Q-South America,0,0,1,0
Bolivia,Venezuela,07/07/96,WOC-Q-South America,6,1,1,0
Chile,Ecuador,07/06/96,WOC-Q-South America,4,1,1,0
Qatar,Kazakhstan,07/05/96,AFC-Q,3,0,1,0
Maldives,Thailand,07/04/96,AFC-Q,0,8,1,0
Singapore,Myanmar,07/04/96,AFC-Q,2,2,1,0
Thailand,Singapore,07/01/96,AFC-Q,1,1,1,0
Myanmar,Maldives,07/01/96,AFC-Q,3,1,1,0
Czech Republic,Germany,06/30/96,EUC-K,1,2,0,0
Haiti,Cuba,06/30/96,WOC-Q-North America,1,1,1,0
Jamaica,Barbados,06/30/96,WOC-Q-North America,2,0,1,0
Saint Vincent and the Grenadines,Saint Kitts and Nevis,06/30/96,WOC-Q-North America,0,0,1,0
Thailand,Myanmar,06/29/96,AFC-Q,5,1,1,0
Maldives,Singapore,06/29/96,AFC-Q,0,2,1,0
Qatar,Syria,06/28/96,AFC-Q,1,0,1,0
Thailand,Maldives,06/27/96,AFC-Q,8,0,1,0
Myanmar,Singapore,06/27/96,AFC-Q,0,4,1,0
France,Czech Republic,06/26/96,EUC-K,0,0,0,0
England,Germany,06/26/96,EUC-K,1,1,1,0
Germany,Croatia,06/23/96,EUC-K,2,1,0,0
Czech Republic,Portugal,06/23/96,EUC-K,1,0,0,0
Liberia,The Gambia,06/23/96,WOC-Q-Africa,4,0,1,0
Cuba,Haiti,06/23/96,WOC-Q-North America,6,1,1,0
Trinidad and Tobago,Dominican Republic,06/23/96,WOC-Q-North America,8,0,1,0
Barbados,Jamaica,06/23/96,WOC-Q-North America,0,1,1,0
Saint Kitts and Nevis,Saint Vincent and the Grenadines,06/23/96,WOC-Q-North America,2,2,1,0
England,Spain,06/22/96,EUC-K,0,0,1,0
France,Netherlands,06/22/96,EUC-K,0,0,0,0
Nepal,Sri Lanka,06/21/96,AFC-Q,0,2,1,0
Oman,Iran,06/21/96,AFC-Q,1,2,1,0
Syria,Kazakhstan,06/21/96,AFC-Q,2,0,1,0
Kuwait,Lebanon,06/20/96,AFC-Q,0,0,1,0
Iran,Nepal,06/19/96,AFC-Q,4,0,1,0
Oman,Sri Lanka,06/19/96,AFC-Q,10,0,1,0
Russia,Czech Republic,06/19/96,EUC-G,3,3,0,0
Italy,Germany,06/19/96,EUC-G,0,0,0,0
Croatia,Portugal,06/19/96,EUC-G,0,3,0,0
Turkey,Denmark,06/19/96,EUC-G,0,3,0,0
Scotland,Switzerland,06/18/96,EUC-G,1,0,0,0
England,Netherlands,06/18/96,EUC-G,4,1,1,0
France,Bulgaria,06/18/96,EUC-G,3,1,0,0
Romania,Spain,06/18/96,EUC-G,1,2,0,0
Iran,Sri Lanka,06/17/96,AFC-Q,4,0,1,0
Oman,Nepal,06/17/96,AFC-Q,2,1,1,0
Ghana,Tanzania,06/17/96,WOC-Q-Africa,2,1,1,0
Russia,Germany,06/16/96,EUC-G,0,3,0,0
Croatia,Denmark,06/16/96,EUC-G,3,0,0,0
Burkina Faso,Mauritania,06/16/96,WOC-Q-Africa,2,0,1,0
Mozambique,Namibia,06/16/96,WOC-Q-Africa,1,1,1,0
Angola,Uganda,06/16/96,WOC-Q-Africa,3,1,1,0
Guinea,Guinea-Bissau,06/16/96,WOC-Q-Africa,3,1,1,0
Gabon,Swaziland,06/16/96,WOC-Q-Africa,2,0,1,0
Sierra Leone,Burundi,06/16/96,WOC-Q-Africa,0,1,1,0
Zimbabwe,Madagascar,06/16/96,WOC-Q-Africa,2,2,1,0
Ivory Coast,Republic of the Congo,06/16/96,WOC-Q-Africa,1,1,1,0
Democratic Republic of the Congo,Mauritius,06/16/96,WOC-Q-Africa,2,0,1,0
Tunisia,Rwanda,06/16/96,WOC-Q-Africa,2,0,1,0
Senegal,Togo,06/16/96,WOC-Q-Africa,1,1,1,0
Zambia,Sudan,06/16/96,WOC-Q-Africa,3,0,1,0
England,Scotland,06/15/96,EUC-G,2,0,1,0
France,Spain,06/15/96,EUC-G,1,1,0,0
South Africa,Malawi,06/15/96,WOC-Q-Africa,3,0,1,0
Dominican Republic,Trinidad and Tobago,06/15/96,WOC-Q-North America,1,4,1,0
Sri Lanka,Nepal,06/14/96,AFC-Q,3,1,1,0
Iran,Oman,06/14/96,AFC-Q,2,0,1,0
Kazakhstan,Qatar,06/14/96,AFC-Q,1,0,1,0
Czech Republic,Italy,06/14/96,EUC-G,2,1,0,0
Portugal,Turkey,06/14/96,EUC-G,1,0,0,0
Algeria,Kenya,06/14/96,WOC-Q-Africa,1,0,1,0
Switzerland,Netherlands,06/13/96,EUC-G,0,2,0,0
Bulgaria,Romania,06/13/96,EUC-G,1,0,0,0
Oman,Nepal,06/12/96,AFC-Q,7,0,1,0
Iran,Sri Lanka,06/12/96,AFC-Q,7,0,1,0
Italy,Russia,06/11/96,EUC-G,2,1,0,0
Turkey,Croatia,06/11/96,EUC-G,0,1,0,0
Oman,Sri Lanka,06/10/96,AFC-Q,3,0,1,0
Iran,Nepal,06/10/96,AFC-Q,8,0,1,0
Netherlands,Scotland,06/10/96,EUC-G,0,0,0,0
Romania,France,06/10/96,EUC-G,0,1,0,0
Lebanon,Kuwait,06/09/96,AFC-Q,3,5,1,0
Spain,Bulgaria,06/09/96,EUC-G,1,1,0,0
Germany,Czech Republic,06/09/96,EUC-G,2,0,0,0
Denmark,Portugal,06/09/96,EUC-G,1,1,0,0
Panama,Belize,06/09/96,WOC-Q-North America,4,1,1,0
England,Switzerland,06/08/96,EUC-G,1,1,1,0
Tanzania,Ghana,06/08/96,WOC-Q-Africa,0,0,1,0
Peru,Colombia,06/06/96,WOC-Q-South America,1,1,1,0
Venezuela,Chile,06/06/96,WOC-Q-South America,1,1,1,0
Swaziland,Gabon,06/02/96,WOC-Q-Africa,0,1,1,0
Burundi,Sierra Leone,06/02/96,WOC-Q-Africa,1,0,1,0
Madagascar,Zimbabwe,06/02/96,WOC-Q-Africa,1,2,1,0
Republic of the Congo,Ivory Coast,06/02/96,WOC-Q-Africa,2,0,1,0
Mauritius,Democratic Republic of the Congo,06/02/96,WOC-Q-Africa,1,5,1,0
Rwanda,Tunisia,06/02/96,WOC-Q-Africa,1,3,1,0
Kenya,Algeria,06/02/96,WOC-Q-Africa,3,1,1,0
Togo,Senegal,06/02/96,WOC-Q-Africa,2,1,1,0
Norway,Azerbaijan,06/02/96,WOC-Q-Europe,5,0,1,0
Yugoslavia,Malta,06/02/96,WOC-Q-Europe,6,0,1,0
San Marino,Wales,06/02/96,WOC-Q-Europe,0,5,1,0
Belize,Panama,06/02/96,WOC-Q-North America,1,2,1,0
Ecuador,Argentina,06/02/96,WOC-Q-South America,2,0,1,0
Uruguay,Paraguay,06/02/96,WOC-Q-South America,0,2,1,0
Namibia,Mozambique,06/01/96,WOC-Q-Africa,2,0,1,0
Malawi,South Africa,06/01/96,WOC-Q-Africa,0,1,1,0
Uganda,Angola,06/01/96,WOC-Q-Africa,0,2,1,0
Guinea-Bissau,Guinea,06/01/96,WOC-Q-Africa,3,2,1,0
The Gambia,Liberia,06/01/96,WOC-Q-Africa,2,1,1,0
Sudan,Zambia,06/01/96,WOC-Q-Africa,2,0,1,0
Sweden,Belarus,06/01/96,WOC-Q-Europe,5,1,1,0
Iceland,Macedonia,06/01/96,WOC-Q-Europe,1,1,1,0
Mauritania,Burkina Faso,05/31/96,WOC-Q-Africa,0,0,1,0
Turkmenistan,Lebanon,05/26/96,AFC-Q,0,1,1,0
Saint Lucia,Saint Kitts and Nevis,05/19/96,WOC-Q-North America,0,1,1,0
Barbados,Dominica,05/19/96,WOC-Q-North America,1,0,1,0
Grenada,Haiti,05/18/96,WOC-Q-North America,0,1,1,0
Cuba,Cayman Islands,05/14/96,WOC-Q-North America,5,0,1,0
Dominica,Barbados,05/14/96,WOC-Q-North America,0,1,1,0
Lebanon,Turkmenistan,05/12/96,AFC-Q,3,1,1,0
Haiti,Grenada,05/12/96,WOC-Q-North America,6,1,1,0
Cayman Islands,Cuba,05/12/96,WOC-Q-North America,0,1,1,0
Saint Vincent and the Grenadines,Puerto Rico,05/12/96,WOC-Q-North America,7,0,1,0
Tahiti,Solomon Islands,05/11/96,OFC-G,2,1,1,0
Netherlands Antilles,Dominican Republic,05/11/96,WOC-Q-North America,0,0,1,0
Guatemala,Nicaragua,05/10/96,WOC-Q-North America,2,1,1,0
Tajikistan,Uzbekistan,05/08/96,AFC-Q,4,0,1,0
Saint Kitts and Nevis,Saint Lucia,05/05/96,WOC-Q-North America,5,1,1,0
Nicaragua,Guatemala,05/05/96,WOC-Q-North America,0,1,1,0
Dominican Republic,Netherlands Antilles,05/04/96,WOC-Q-North America,2,1,1,0
Puerto Rico,Saint Vincent and the Grenadines,05/04/96,WOC-Q-North America,1,2,1,0
Greece,Slovenia,04/24/96,WOC-Q-Europe,2,0,1,0
Yugoslavia,Faroe Islands,04/24/96,WOC-Q-Europe,3,1,1,0
Macedonia,Liechtenstein,04/24/96,WOC-Q-Europe,3,0,1,0
Venezuela,Uruguay,04/24/96,WOC-Q-South America,0,2,1,0
Ecuador,Peru,04/24/96,WOC-Q-South America,4,1,1,0
Colombia,Paraguay,04/24/96,WOC-Q-South America,1,0,1,0
Argentina,Bolivia,04/24/96,WOC-Q-South America,3,1,1,0
Jamaica,Suriname,04/21/96,WOC-Q-North America,1,0,1,0
Grenada,Guyana,04/07/96,WOC-Q-North America,6,0,1,0
Aruba,Dominican Republic,03/31/96,WOC-Q-North America,1,3,1,0
Antigua and Barbuda,Dominica,03/31/96,WOC-Q-North America,1,3,1,0
Suriname,Jamaica,03/31/96,WOC-Q-North America,0,1,1,0
Guyana,Grenada,03/29/96,WOC-Q-North America,1,2,1,0
Dominican Republic,Aruba,03/24/96,WOC-Q-North America,3,2,1,0
Kuwait,Turkmenistan,03/22/96,AFC-Q,2,0,1,0
Turkmenistan,Kuwait,03/10/96,AFC-Q,2,2,1,0
Dominica,Antigua and Barbuda,03/10/96,WOC-Q-North America,3,3,1,0
Malaysia,India,03/06/96,AFC-Q,5,2,1,0
Indonesia,India,03/04/96,AFC-Q,7,1,1,0
Malaysia,Indonesia,03/02/96,AFC-Q,0,0,1,0
Macau,Philippines,02/04/96,AFC-Q,5,1,1,0
Yemen,Saudi Arabia,02/04/96,AFC-Q,0,1,1,0
Ghana,Zambia,02/03/96,CAF-K,0,1,0,0
South Africa,Tunisia,02/03/96,CAF-K,2,0,1,0
Kyrgyzstan,Yemen,02/02/96,AFC-Q,3,1,1,0
Hong Kong,Macau,02/01/96,AFC-Q,4,1,1,0
Kyrgyzstan,Saudi Arabia,01/31/96,AFC-Q,0,2,1,0
South Africa,Ghana,01/31/96,CAF-K,3,0,1,0
Zambia,Tunisia,01/31/96,CAF-K,2,4,0,0
Hong Kong,Philippines,01/30/96,AFC-Q,8,0,1,0
Saudi Arabia,Yemen,01/28/96,AFC-Q,4,0,1,0
Gabon,Tunisia,01/28/96,CAF-K,1,1,0,0
Ghana,Democratic Republic of the Congo,01/28/96,CAF-K,1,0,0,0
South Africa,Algeria,01/27/96,CAF-K,2,1,1,0
Zambia,Egypt,01/27/96,CAF-K,3,1,0,0
Yemen,Kyrgyzstan,01/26/96,AFC-Q,1,0,1,0
Democratic Republic of the Congo,Liberia,01/25/96,CAF-G,2,0,0,0
Tunisia,Ivory Coast,01/25/96,CAF-G,3,1,0,0
Ghana,Mozambique,01/25/96,CAF-G,2,0,0,0
Saudi Arabia,Kyrgyzstan,01/24/96,AFC-Q,3,0,1,0
South Africa,Egypt,01/24/96,CAF-G,0,1,1,0
Angola,Cameroon,01/24/96,CAF-G,3,3,0,0
Algeria,Burkina Faso,01/24/96,CAF-G,2,1,0,0
Zambia,Sierra Leone,01/24/96,CAF-G,4,0,0,0
Ivory Coast,Mozambique,01/21/96,CAF-G,1,0,0,0
United States,Guatemala,01/21/96,CON-K,3,0,1,0
Brazil,Mexico,01/21/96,CON-K,0,2,0,0
South Africa,Angola,01/20/96,CAF-G,1,0,1,0
Zambia,Burkina Faso,01/20/96,CAF-G,5,1,0,0
Gabon,Democratic Republic of the Congo,01/19/96,CAF-G,2,0,0,0
Ghana,Tunisia,01/19/96,CAF-G,2,1,0,0
Mexico,Guatemala,01/19/96,CON-K,1,0,0,0
Cameroon,Egypt,01/18/96,CAF-G,2,1,0,0
Algeria,Sierra Leone,01/18/96,CAF-G,2,0,0,0
United States,Brazil,01/18/96,CON-K,0,1,1,0
Gabon,Liberia,01/16/96,CAF-G,1,2,0,0
Tunisia,Mozambique,01/16/96,CAF-G,1,1,0,0
Saint Vincent and the Grenadines,Guatemala,01/16/96,CON-G,0,3,0,0
United States,El Salvador,01/16/96,CON-G,2,0,1,0
Egypt,Angola,01/15/96,CAF-G,2,1,0,0
Sierra Leone,Burkina Faso,01/15/96,CAF-G,2,1,0,0
Zambia,Algeria,01/14/96,CAF-G,0,0,0,0
Ghana,Ivory Coast,01/14/96,CAF-G,2,0,0,0
Mexico,Guatemala,01/14/96,CON-G,1,0,0,0
Brazil,Honduras,01/14/96,CON-G,5,0,0,0
South Africa,Cameroon,01/13/96,CAF-G,3,0,1,0
United States,Trinidad and Tobago,01/13/96,CON-G,3,2,1,0
Brazil,Canada,01/12/96,CON-G,4,1,0,0
Mexico,Saint Vincent and the Grenadines,01/11/96,CON-G,5,0,0,0
Canada,Honduras,01/10/96,CON-G,3,1,0,0
Trinidad and Tobago,El Salvador,01/10/96,CON-G,2,3,0,0
Solomon Islands,Tahiti,11/17/95,OFC-G,0,1,1,0
France,Israel,11/15/95,EUC-Q,2,0,1,0
Slovakia,Romania,11/15/95,EUC-Q,0,2,1,0
Azerbaijan,Poland,11/15/95,EUC-Q,0,0,1,0
Spain,Macedonia,11/15/95,EUC-Q,3,0,1,0
Denmark,Armenia,11/15/95,EUC-Q,3,1,1,0
Cyprus,Belgium,11/15/95,EUC-Q,1,1,1,0
Sweden,Turkey,11/15/95,EUC-Q,2,2,1,0
Slovenia,Croatia,11/15/95,EUC-Q,1,2,1,0
Italy,Lithuania,11/15/95,EUC-Q,4,0,1,0
Czech Republic,Luxembourg,11/15/95,EUC-Q,3,0,1,0
Netherlands,Norway,11/15/95,EUC-Q,3,0,1,0
Portugal,Republic of Ireland,11/15/95,EUC-Q,3,0,1,0
Northern Ireland,Austria,11/15/95,EUC-Q,5,3,1,0
Germany,Bulgaria,11/15/95,EUC-Q,3,1,1,0
Albania,Wales,11/15/95,EUC-Q,1,1,1,0
Moldova,Georgia,11/15/95,EUC-Q,3,2,1,0
Scotland,San Marino,11/15/95,EUC-Q,5,0,1,0
Russia,Finland,11/15/95,EUC-Q,3,1,1,0
Greece,Faroe Islands,11/15/95,EUC-Q,5,0,1,0
Australia,New Zealand,11/15/95,OFC-G,3,0,1,0
Malta,Belarus,11/12/95,EUC-Q,0,2,1,0
Hungary,Iceland,11/11/95,EUC-Q,1,0,1,0
Italy,Ukraine,11/11/95,EUC-Q,3,1,1,0
New Zealand,Australia,11/10/95,OFC-G,0,0,1,0
Romania,France,10/11/95,EUC-Q,1,3,1,0
Slovakia,Poland,10/11/95,EUC-Q,4,1,1,0
Israel,Azerbaijan,10/11/95,EUC-Q,2,0,1,0
Denmark,Spain,10/11/95,EUC-Q,1,1,1,0
Cyprus,Macedonia,10/11/95,EUC-Q,1,1,1,0
Switzerland,Hungary,10/11/95,EUC-Q,3,0,1,0
Iceland,Turkey,10/11/95,EUC-Q,0,0,1,0
Lithuania,Estonia,10/11/95,EUC-Q,5,0,1,0
Slovenia,Ukraine,10/11/95,EUC-Q,3,2,1,0
Malta,Netherlands,10/11/95,EUC-Q,0,4,1,0
Luxembourg,Belarus,10/11/95,EUC-Q,0,0,1,0
Austria,Portugal,10/11/95,EUC-Q,1,1,1,0
Republic of Ireland,Latvia,10/11/95,EUC-Q,2,1,1,0
Liechtenstein,Northern Ireland,10/11/95,EUC-Q,0,4,1,0
Georgia,Bulgaria,10/11/95,EUC-Q,2,1,1,0
Wales,Germany,10/11/95,EUC-Q,1,2,1,0
Russia,Greece,10/11/95,EUC-Q,2,1,1,0
San Marino,Faroe Islands,10/11/95,EUC-Q,1,3,1,0
Croatia,Italy,10/08/95,EUC-Q,1,1,1,0
Germany,Moldova,10/08/95,EUC-Q,6,1,1,0
Armenia,Belgium,10/07/95,EUC-Q,0,2,1,0
Belarus,Czech Republic,10/07/95,EUC-Q,0,2,1,0
Bulgaria,Albania,10/07/95,EUC-Q,3,0,1,0
France,Azerbaijan,09/06/95,EUC-Q,10,0,1,0
Poland,Romania,09/06/95,EUC-Q,0,0,1,0
Slovakia,Israel,09/06/95,EUC-Q,1,0,1,0
Belgium,Denmark,09/06/95,EUC-Q,1,3,1,0
Macedonia,Armenia,09/06/95,EUC-Q,1,2,1,0
Spain,Cyprus,09/06/95,EUC-Q,6,0,1,0
Sweden,Switzerland,09/06/95,EUC-Q,0,0,1,0
Turkey,Hungary,09/06/95,EUC-Q,2,0,1,0
Italy,Slovenia,09/06/95,EUC-Q,1,0,1,0
Lithuania,Ukraine,09/06/95,EUC-Q,1,3,1,0
Czech Republic,Norway,09/06/95,EUC-Q,2,0,1,0
Netherlands,Belarus,09/06/95,EUC-Q,1,0,1,0
Luxembourg,Malta,09/06/95,EUC-Q,1,0,1,0
Austria,Republic of Ireland,09/06/95,EUC-Q,3,1,1,0
Latvia,Liechtenstein,09/06/95,EUC-Q,1,0,1,0
Albania,Bulgaria,09/06/95,EUC-Q,1,1,1,0
Germany,Georgia,09/06/95,EUC-Q,4,1,1,0
Wales,Moldova,09/06/95,EUC-Q,1,0,1,0
Scotland,Finland,09/06/95,EUC-Q,1,0,1,0
Faroe Islands,Russia,09/06/95,EUC-Q,2,5,1,0
San Marino,Greece,09/06/95,EUC-Q,0,4,1,0
Croatia,Estonia,09/03/95,EUC-Q,7,1,1,0
Portugal,Northern Ireland,09/03/95,EUC-Q,1,1,1,0
Azerbaijan,Slovakia,08/16/95,EUC-Q,0,1,1,0
France,Poland,08/16/95,EUC-Q,1,1,1,0
Armenia,Denmark,08/16/95,EUC-Q,0,2,1,0
Iceland,Switzerland,08/16/95,EUC-Q,0,2,1,0
Estonia,Lithuania,08/16/95,EUC-Q,0,1,1,0
Norway,Czech Republic,08/16/95,EUC-Q,1,1,1,0
Latvia,Austria,08/16/95,EUC-Q,3,2,1,0
Finland,Russia,08/16/95,EUC-Q,0,6,1,0
Scotland,Greece,08/16/95,EUC-Q,1,0,1,0
Liechtenstein,Portugal,08/15/95,EUC-Q,0,7,1,0
Cameroon,Zimbabwe,07/30/95,CAF-Q,1,0,1,0
Mauritania,Tunisia,07/30/95,CAF-Q,0,0,1,0
Senegal,Liberia,07/30/95,CAF-Q,3,0,1,0
Republic of the Congo,Ghana,07/30/95,CAF-Q,0,2,1,0
Algeria,Tanzania,07/30/95,CAF-Q,2,1,1,0
Egypt,Uganda,07/30/95,CAF-Q,6,0,1,0
Sudan,Ethiopia,07/30/95,CAF-Q,3,0,1,0
Angola,Botswana,07/30/95,CAF-Q,4,0,1,0
Guinea,Mali,07/30/95,CAF-Q,4,1,1,0
Namibia,Mozambique,07/30/95,CAF-Q,0,0,1,0
Burkina Faso,Ivory Coast,07/30/95,CAF-Q,1,1,1,0
Malawi,Cameroon,07/16/95,CAF-Q,1,3,1,0
Mali,Botswana,07/16/95,CAF-Q,4,0,1,0
Mozambique,Angola,07/16/95,CAF-Q,2,1,1,0
Namibia,Guinea,07/16/95,CAF-Q,0,0,1,0
Tunisia,Senegal,07/15/95,CAF-Q,4,0,1,0
Tanzania,Ethiopia,07/15/95,CAF-Q,2,0,1,0
Uganda,Sudan,07/15/95,CAF-Q,2,0,1,0
Zambia,Mauritius,07/15/95,CAF-Q,2,0,1,0
Mauritania,Togo,07/14/95,CAF-Q,2,1,1,0
Egypt,Algeria,07/14/95,CAF-Q,1,1,1,0
Iceland,Hungary,06/11/95,EUC-Q,2,1,1,0
Estonia,Slovenia,06/11/95,EUC-Q,1,3,1,0
